key,en,pl
LOCATION_DESCRIPTION_02,Human city,Miasto ludzkie 
LOCATION_DESCRIPTION_03,"This great, majestic city of the Elves stands as the crown of their realm. Within its walls dwell mighty mages and revered warriors known as paladins. Though not all elves bear ill will toward humans, the civil war raging in and around the city has made it perilous. Most travelers who venture here end up imprisoned, and thus the city sees few visitors or merchants.","To wielkie, majestatyczne miasto Elfów stoi jako korona ich królestwa. W jego murach mieszkają potężni magowie i cenieni wojownicy zwani paladynami. Choć nie wszyscy elfy żywią złe zamiary wobec ludzi, wojna domowa tocząca się w mieście i wokół niego sprawia, że jest ono niebezpieczne. Większość podróżników, którzy tu przybywają, kończy w więzieniu, dlatego miasto widuje niewielu gości i kupców. "
LOCATION_DESCRIPTION_04,"Gnolls dwell within these caves. Among them, the Deepforest Clan is the most infamous in the region. Though they seldom stray from their woodland and subterranean homes, gnolls frequently battle the neighboring goblins — not just over territory, but over something far more primal... food. Their hunger is the stuff of grim tales.","Gnolle zamieszkują te jaskinie. Spośród nich, Klanu Głębokiego Lasu jest najbardziej znany w regionie. Choć rzadko oddalają się od swoich leśnych i podziemnych domostw, gnolle często walczą z sąsiednimi goblinami — nie tylko o terytorium, ale o coś znacznie bardziej pierwotnego… jedzenie. Ich głód jest tematem ponurych opowieści. "
LOCATION_DESCRIPTION_05,These caves are home to goblins who sometimes rob local villagers or kidnap solitary travelers.,Gobliny zamieszkujące te jaskinie czasami okradają miejscowych wieśniaków lub porywają samotnych podróżników. 
LOCATION_DESCRIPTION_06,"This northern city of orcs is home to a towering temple and a hostile population. Orcs do not tolerate humans, especially those who come armed. Most who enter are attacked on sight. Survivors are cast into the city’s dungeons — a place from which none have reportedly escaped.","To miasto jest domem dla potężnej świątyni i wrogiej populacji. Orkowie nie tolerują ludzi, zwłaszcza tych uzbrojonych. Większość, która wejdzie do miasta, zostaje zaatakowana na miejscu. Ocaleni są wrzucani do miejskich lochów — miejsca, z którego, jak się mówi, nikt nie uciekł. "
LOCATION_DESCRIPTION_07,"Deep within the swamps lie the ruins of a once-great kingdom. Long ago, humans and elves lived here in harmony. Together, they built this land and stood side by side against the orcs. But those days are long gone. Now, all that remains is a battlefield — or rather, a graveyard.Elves, whose lives stretch far beyond those of men, still remember those times. For a moment, they hoped to rebuild this place alongside humanity. But human time moves swiftly, and the kingdom has faded into legend. And now... no one fights for ruins.","Głęboko w bagnach leżą ruiny niegdyś wielkiego królestwa. Dawno temu ludzie i elfy żyli tu w harmonii. Razem budowali tę ziemię i stawiali czoła orkom. Ale te czasy dawno minęły. Teraz pozostało jedynie pole bitwy — a raczej cmentarz. Elfy, których życie jest znacznie dłuższe od ludzkiego, wciąż pamiętają tamte czasy. Przez chwilę miały nadzieję odbudować to miejsce razem z ludźmi. Jednak ludzki czas płynie szybko, a królestwo zamieniło się w legendę. Teraz… nikt nie walczy o ruiny. "
LOCATION_DESCRIPTION_08,"The region has fallen under the control of a bandit group known as the Oasis Raiders. They fight dirty and, strangely enough, have formed an alliance with certain gnolls who, for reasons unknown, abandoned their highland and mountain territories.The area is now extremely dangerous — kidnappings and ambushes are common occurrences.Even so, some people from the southern city still take the risk of traveling to the plains. That’s because trade with the plainsfolk and the elves can be quite profitable.","Region znalazł się pod kontrolą grupy bandytów zwanych Rajderami Oazy. Walczą brudno i, co dziwne, zawarli sojusz z pewnymi gnollami, które, z nieznanych powodów, opuściły swoje wyżynne i górskie terytoria. Obszar jest teraz niezwykle niebezpieczny — porwania i zasadzki zdarzają się często. Mimo to, niektórzy mieszkańcy południowego miasta nadal ryzykują podróż na równiny, ponieważ handel z mieszkańcami równin i elfami może być bardzo dochodowy. "
LOCATION_DESCRIPTION_09,"This region is now home to a group of gnolls who call themselves the Hyana Tribes, and they have no intention of leaving. While this land is far from their natural habitat, they seem to believe that evolution is a matter of choice — and they’ve chosen to adapt.Locals say these gnolls are smarter and far more ferocious in combat than the ones who once roamed the forests. Most have abandoned woodland life in favor of building their own clan and culture here, on new ground.","Region stał się domem dla gnolli, którzy nazywają siebie Plemionami Hyana i nie mają zamiaru odchodzić. Choć ta ziemia jest daleko od ich naturalnego środowiska, zdają się wierzyć, że ewolucja jest kwestią wyboru — i wybrali przystosowanie się. Miejscowi twierdzą, że te gnolle są inteligentniejsze i znacznie bardziej waleczne niż te, które kiedyś wędrowały po lasach. Większość porzuciła życie leśne, by budować własny klan i kulturę na nowych terenach. "
LOCATION_DESCRIPTION_10,"The orc fortress, built from black stone and steel, rises in the north as the primary defensive stronghold of the island city. While the island could, in theory, be attacked from the sea, the orcs constructed their capital in such an unforgiving location that any invasion would be strategically pointless.Within the fortress reside the most hardened orc warriors and their commanders. From here, attacks are planned against the plains inhabited by humans and elves.","Zbudowana z czarnego kamienia i stali, wznosi się na północy jako główny punkt obronny wyspy. Chociaż wyspa mogłaby teoretycznie zostać zaatakowana od strony morza, orkowie postawili swoją stolicę w tak nieprzyjaznym miejscu, że każda inwazja byłaby strategicznie bezcelowa. W fortecy mieszkają najtwardsi wojownicy orków i ich dowódcy. Stąd planowane są ataki na równiny zamieszkane przez ludzi i elfy. "
LOCATION_DESCRIPTION_11,"Dar’athmur — only the elves remember the old name of the Fortress, a symbol of the alliance between elves and humans. It has completely fallen into ruin and transformed into catacombs filled with the undead. The entire fortress and its surroundings are littered with monsters, but only here do both vampires and fallen knights live. They are probably commanded by a powerful necromancer, unknown by name and likely never seen. The elves believe he was a man who desired the gift of their longevity and in return received the gift of eternity, corrupting his soul.","Tylko elfy pamiętają starą nazwę fortecy, symbol sojuszu elfów i ludzi. Forteca całkowicie popadła w ruinę i przekształciła się w katakumby wypełnione nieumarłymi. Cała twierdza i jej okolice są pełne potworów, ale tylko tu żyją wampiry i upadli rycerze. Prawdopodobnie dowodzi nimi potężny nekromanta, nieznany z imienia i zapewne nigdy nie widziany. Elfy wierzą, że był człowiekiem, który pragnął daru ich długowieczności, a w zamian otrzymał dar wieczności, co skorumpowało jego duszę. "
LOCATION_DESCRIPTION_12,"The great tower located in the north is actually a prison. Both humans and elves captured in battles on the plains are held there. Sometimes, orcs are willing to negotiate and exchange some prisoners for food from the plains. After humans and elves built a great fortress that protects the plains from raids, these prisons are no longer overcrowded.","Wielka wieża na północy w rzeczywistości więzienie. Ludzie i elfy pojmani podczas bitew na równinach są tam przetrzymywani. Czasem orkowie są gotowi negocjować i wymienić więźniów za jedzenie z równin. Po tym, jak ludzie i elfy zbudowali potężną twierdzę chroniącą równiny przed najazdami, więzienia te nie są już przepełnione. "
QUEST_ARENA_00,Champion [¼],Mistrz Areny [¼]
QUEST_ARENA_01,Champion [2/4],Mistrz Areny [2/4]
QUEST_ARENA_02,Champion [¾],Mistrz Areny [3/4]
QUEST_ARENA_03,Champion [4/4],Mistrz Areny [4/4]
QUEST_RUNE_00,Unusual stone,Niezwykły kamień
EFFECT_NAME_00,Adrenaline Rush,Zastrzyk adrenaliny
EFFECT_NAME_01,Increase armor,Zwiększenie pancerza
EFFECT_NAME_02,Agility,Zwinność
EFFECT_NAME_03,Inteligence,Inteligencja
EFFECT_NAME_04,Strong,Siła
EFFECT_NAME_05,Mutation,Mutacja
EFFECT_NAME_06,Increase move range,Zwiększenie zasięgu ruchu
EFFECT_NAME_07,Cripple Effect,Efekt okaleczenia
EFFECT_NAME_08,Stun,Ogłuszenie
EFFECT_NAME_09,Slow,Spowolnienie
EFFECT_NAME_10,Speed,Szybkość
EFFECT_NAME_11,Strong,Siła
EFFECT_NAME_12,Blood,Krew
EFFECT_NAME_13,Burn,Płomień
EFFECT_NAME_14,Poison,Trucizna
EFFECT_NAME_15,Renew,Odnowienie
EFFECT_NAME_16,Steal Life,Kradzież życia
EFFECT_NAME_17,Bless of gods,Błogosławieństwo bogów
SKILL_NAME_00,Arrow with Bomb,Strzała z bombą
SKILL_NAME_01,Multishoot,Strzał wielokrotny
SKILL_NAME_02,Fire Trap,Ognista pułapka
SKILL_NAME_03,Magic Arrow,Magiczna strzała
SKILL_NAME_04,Push,Odepchnięcie
SKILL_NAME_05,Aspect of Wolf,Oblicze Wilka
SKILL_NAME_06,Stun Trap,Pułapka ogłuszająca
SKILL_NAME_07,Summon bear,Przyzwanie niedźwiedzia
SKILL_NAME_08,Summon Wolf,Przyzwanie wilka
SKILL_NAME_09,Slow Trap,Pułapka spowalniająca
SKILL_NAME_10,Fire Bolt,Ognisty pocisk
SKILL_NAME_11,Lightning Discharge,Wyładowanie elektryczne
SKILL_NAME_12,Fire Dragon Breath,Oddech ognistego smoka
SKILL_NAME_13,Frost Dragon Breath,Oddech lodowego smoka
SKILL_NAME_14,Lighting Bolt,Piorun kulisty
SKILL_NAME_15,Lighting Strike,Uderzenie pioruna
SKILL_NAME_16,Summon,Przyzwanie
SKILL_NAME_17,Adrenaline Rush,Zastrzyk adrenaliny 
SKILL_NAME_18,Poison Bomb,Bomba trująca
SKILL_NAME_19,Lighting Bomb,Bomba elektryczna
SKILL_NAME_20,Cripple Strike,Cios paraliżujący
SKILL_NAME_21,Flurry Attack,Wielokrotny Atak
SKILL_NAME_22,Throw Poison Knife,Rzut trującym nożem
SKILL_NAME_23,Bless of Might,Błogosławieństwo mocy
SKILL_NAME_24,Vampiric Bolt,Wampiryczny pocisk
SKILL_NAME_25,Curse of Weak,Klątwa słabości
SKILL_NAME_26,Dark Lighting Strike,Ciemne uderzenie pioruna
SKILL_NAME_27,Quick Heal,Szybkie leczenie
SKILL_NAME_28,Renew,Odnowienie
SKILL_NAME_29,Rise Dead,Przywrócenie z martwych
SKILL_NAME_30,Armor Up,Wzmocnienie pancerza
SKILL_NAME_31,Heavy Strike,Ciężkie Uderzenie
SKILL_NAME_32,Mutant,Mutant
SKILL_NAME_33,Stun,Ogłuszenie
SKILL_NAME_34,Charge,Szarża
SKILL_NAME_35,Cleave Attack,Zamaszysty Cios
SKILL_NAME_36,Versatility,Wszechstronność
SKILL_NAME_37,Master,Mistrz
SKILL_NAME_38,Deep pockets,Głębokie kieszenie
SKILL_NAME_39,Additional pockets,Dodatkowe kieszenie
SKILL_NAME_40,Organizing,Zorganizowanie
SKILL_NAME_41,The Archivist,Archiwista
SKILL_NAME_42,The Enlightened,Oświecony
SKILL_NAME_43,The Sage,Mędrzec
SKILL_NAME_44,Fire storm,Ognisty deszcz
SKILL_NAME_45,Meteor Strike,Uderzenie meteorytem
SKILL_NAME_46,Lighting Storm,Deszcz błyskawic
JOURNAL_UI_NONE_QUEST,None,Brak
JOURNAL_UI_NEW_QUEST,New,Nowy
JOURNAL_UI_READY_QUEST,Ready,Gotowe
JOURNAL_UI_ADDED_QUEST,Quest added to journal,Zadanie dodane do dziennika
JOURNAL_UI_JOURNAL,Journal,Dziennik Zadań
JOURNAL_UI_COMPLETED_QUEST,Completed,Ukończony
JOURNAL_UI_IN_PROGRESS,In progress,W trakcie realizacji
JOURNAL_UI_JOURNAL_UPDATED,Your journal entry has been updated,Dziennik został zaktualizowany
JOURNAL_UI_JOURNAL_COMPLETED,Your journal entry has been ready,Dziennik został zaktualizowany
JOURNAL_QUEST_COMPLETED,Quest completed,Zadanie ukończone
JOURNAL_UI_QUEST_FETCH,Fetch,Poboczny
JOURNAL_UI_QUEST_ARENA,Arena,Arena
JOURNAL_UI_QUEST_MAIN,Main,Główny
JOURNAL_UI_QUEST_KILL,Slain,Pokonaj
JOURNAL_UI_QUEST_BOSS,Boss,Przywódca
JOURNAL_ARENA_BUTTON,Try to win with {item_name} on arena!,Spróbuj pokonać {item_name} na arenie!
STORE_UI_BUY,Buy,Kup
STORE_UI_SELL,Sell,Sprzedaj
STORE_UI_BUY_DESC,Sell {item_name} for {gold_price} gold,Sprzedaj {item_name} za {gold_price} złota
STORE_UI_SELL_DESC,Buy {item_name} for {gold_price} gold,Kup {item_name} za {gold_price} złota
GARDEN_UI_ERR_MSG_00,Select herb to plant,Wybierz najpierw roślinę.
GARDEN_UI_ERR_MSG_01,Select soil to plant,Wybierz miejsce do uprawy.
GARDEN_UI_ERR_MSG_02,Not enough gold.,Nie mam wystarczająco złota.
GARDEN_MSG_00,Added to backpack: {item_name} – {amount} ,Dodano do plecaka: {item_name} – {amount} 
GARDEN_UI_PRICE,Price,Cena
GARDEN_UI_RESULT,Result,Wynik
GARDEN_UI_HERB_NAME,Herb name,Nazwa zioła
GARDEN_UI_DESCRIPTION,Herb description,Opis zioła.
GARDEN_UI_CLAER_BUTT,Clear,Usuń zioło
GARDEN_UI_SOW_BUTT,Sow,Zasiej
GARDEN_UI_CLOSE_BUTT,Close,Zamknij
ALCHEMIST_MIX,Mix ingredients,Mieszaj
ALCHEMIST_NAME_LAB,Name,Nazwa
ALCHEMIST_BREW,Brew,Warz
ALCHEMIST_DESCRIPTION,Description result,Opis wyniku mikstury
UI_LEAVE_BUTT,Close,Zamknij
UI_SCHEMAT_NAME,Known schemats,Znane schematy
UI_OWN_MATERIALS,Material,Posiadane zasoby
UI_CRAFT_NAME,Name,Nazwa
UI_CRAFT_CRAFT,Craft,Wytwórz
UI_DESCRIPTION_CRAFT,Result,Rezultat
UI_ENCHANTING_NAME,Enchaniting,Zaklinanie
UI_ENCHANTING_CRAFT,Enchant,Zaczaruj
UI_CHALLENGE,Challenge,Poziom wyzwania
UI_DUNGEON_LEVEL_REACH,Dungeon level reached,Pokonane poziomy w lochu
UI_TRAVEL_TO_DUNGEON,Travel to dungeon,Podróżuj do lochu
UI_PAUSE_BUTT,Pause,Wstrzymaj
UI_DAY,Day,Dzień
UI_YEAR,Year,Rok
UI_YES,Yes,Tak
UI_NO,No,Nie
UI_ALREADY_KNOW_SKILL,You already know this skill.,Już posiadasz tę umiejętność.
UI_PREVIOUS_REQUIRED,You must first master the previous skill.,Najpierw musisz opanować wcześniejszą umiejętność.
UI_ONLY_TEACH_CAN_TECH,This skill can only be taught by a master.,Tą umiejętność może przekazać Ci jedynie nauczyciel.
UI_LEVEL_REQUIRED,You do not have the required level.,Nie posiadasz wymaganego poziomu.
UI_MASTERY_REQUIRED,You do not have the required skill.,Nie posiadasz wymaganej umiejętności
UI_ASCENISON_POINTS_REQUIRED,You do not have enough ascension points.,Nie posiadasz wystarczająco punktów specjalności
UI_TEACHER_REQUIRED,Teacher required,Wymagany nauczyciel
UI_GOLD_REQUIRED,You do not have enough gold.,Nie posiadasz wystarczająco złota
UI_LEARNING_POINTS_REQUIRED,You do not have enough skill points.,Nie posiadasz wystarczająco punktów umiejętności
UI_STATS_LEVEL_REQUIRED,You are too weak.,Jesteś za słaby
UI_STATS_MORE_THAN_TEACHER,You are better than teacher,Jesteś lepszy od nauczyciela
UI_PARRY_INFO,Parry,Sparowano
UI_ADDED,Added,Dodano
UI_ASSING_TO_ARENA,Assign to arena,Zapisz się na arenę
UI_FIGHT_WITH_CHAMPION,Fight with champion,Walcz z mistrzem areny
UI_CLAIM_REWARD,Claim reward,Odbierz nagrodę
UI_ACTUAL_GRAND_MASTER,Actual champion,Aktualny mistrz
UI_REWARD,Reward,Nagroda
UI_REWARD_CLAIMED,Reward claimed,Nagroda odebrana
UI_CHAMPION_DEAD,Champion defeated,Mistrz został pokonany
CHEST_MSG_00,Clear the room of enemies before opening the chest.,Najpierw muszę pokonać wrogów!
CHEST_MSG_01,The chest is empty.,Skrzynia jest pusta
RUNE_MSG_00,The rune is empty.,Runa jest wyczerpana.
PLAYER_MSG_00,There is nothing here.,Nic tu nie ma.
ATTRIBUTE_TYPE_NONE_SUFIX,None,Braku
ATTRIBUTE_TYPE_ALL_SUFIX,All,Wszystkiego
ATTRIBUTE_TYPE_STRONG_SUFIX,Strong,Siły
ATTRIBUTE_TYPE_AGILITY_SUFIX,Agility,Zręczności
ATTRIBUTE_TYPE_INTELLIGENCE_SUFIX,Intelligence,Inteligencji
ATTRIBUTE_TYPE_WISDOM_SUFIX,Wisdom,Mądrości
ATTRIBUTE_TYPE_CONDITION_SUFIX,Codition,Wytrzymałości
ATTRIBUTE_TYPE_SPEED_SUFIX,Speed,Szybkości
ATTRIBUTE_TYPE_HEALTH_SUFIX,Health,Zdrowia
ATTRIBUTE_TYPE_STUN_SUFIX,Stun,Ogłuszenia
ATTRIBUTE_TYPE_ACTION_POINTS_SUFIX,Action Point,Punkty Akcji
ATTRIBUTE_TYPE_MAGIC_RESISTS_SUFIX,Magic Resists,Magicznej Ochrony
ATTRIBUTE_TYPE_MAX_SKILL,Skill Memory,Miejsce na umiejętności
ATTRIBUTE_TYPE_MOVE_RANGE,Move range,Zasięg ruchu
ATTRIBUTE_TYPE_MAX_BELT,Belt capacity,Miejsce na pasku
ATTRIBUTE_TYPE_ARMOR_SUFIX,Damage Resists,Fizycznej Ochrony
GENERIC_QUEST_NAME_SLAIN,Slain {item_name} for {npc_name},Zgładź {item_name} dla {npc_name}
GENERIC_QUEST_NAME_GATHER,Gaher {item_name} for {npc_name},Przynieś {item_name} dla {npc_name}
GENERIC_QUEST_NAME_ARENA,Defeat {item_name} in the Arena!,Pokonaj {item_name} na Arenie!
GENERIC_QUEST_NAME_BOSS,Defeat the leader of {location} for {npc}!,Pokonaj przywódcę {location} dla {npc}!
GENERIC_QUEST_SLAIN_DESCRIPTION,The {enemy} are once again a threat in the area. {npc_name} offers a gold reward to any mercenary who can neutralize the danger. The {enemy} are most often coming from the vicinity of {location}.,"{enemy} znowu stanowią niebezpieczeństwo w okolicy. {npc_name} oferuje nagrodę w postaci złota każdemu najemnikowi, który zneutralizuje zagrożenie. {enemy} najczęściej przychodzą z okolic {location}."
GENERIC_QUEST_GATHER_DESCRIPTION,Resident {npc} needs special goods. He will pay gold to anyone who brings exactly {count} {item}.,Mieszkaniec {npc} potrzebuje specjalnych towarów. Zapłaci złotem każdemu kto przyniesie dokładnie {count} {item}.   
GENERIC_QUEST_ARENA_DESCRIPTION,,
GENERIC_QUEST_BOSS_DESCRIPTION,"The {enemy}, together with their leader, are spreading fear throughout the region. {npc_name} has gathered a considerable amount of gold from the townsfolk as a reward for any mercenary who defeats the leader. The search for the enemy commander is best begun in {location}.","{enemy} wraz ze swoim przywódcą sieją postrach w okolicy. {npc_name} zebrał od mieszkańców sporą ilość złota w ramach nagrody dla każdego najemnika, który pokonana przywódcę. Poszukiwania wrogiego przywódcy najlepiej rozpocząć w {location}."
GENERIC_QUEST_SLAIN_DIALOGUE,"At last, someone has taken up the challenge of weakening our enemies. Thank you, {player_name}. Please accept these {count} gold coins as your reward.",Nareszcie ktoś podjął się wyzwania uszczuplenia sił naszych przeciwników. Dziękuję {player_name} przyjmij te {count} sztuk złota jako nagrodę. 
GENERIC_QUEST_GATHER_DIALOGUE,"Thank you, {player_name}, for bringing me {item}. Here are {count} gold pieces, your payment.","Dziękuję Ci {player_name} za przyniesienie mi {item}. Oto {count} sztuk złota, Twoja zapłata. "
GENERIC_QUEST_ARENA_DIALOGUE,,
GENERIC_QUEST_BOSS_DIALOGUE,"Wonderful, the leader of those scoundrels has been defeated. Thank you, {player_name}. Here are {count} gold pieces, your payment.","Wspaniale przywódca tych łajdaków  został pokonany. Dziękuje Ci {player_name}. Oto {count} sztuk złota, Twoja zapłata. "
ENEMY_GOBLINS,Goblins,Gobliny
ENEMY_CHAMPIONS,Champions,Czempioni
ENEMY_UNDEADS,Undeads,Nieumarili
ENEMY_BANDITS,Bandits,Bandyci
ENEMY_GNOLLS,Gnolls,Gnolle
ENEMY_ORCS,Orcs,Orkowie
ENEMY_ELFS,Elfs,Elfy
ENEMY_DEMONS,Demons,Demony
ENEMY_BEASTS,Beasts,Bestie
UI_TAKE_QUEST_BUTTON,Take a quest,Weź zadanie
UI_OR,or {name},lub {name}
GENERIC_QUEST_PATH_OPTION,I have carried out the task you posted on the notice board.,"Wykonałem Twoje zadanie, które znalazłem na tablicy ogłoszeń."
UI_PROVIDES_EXTRAS,Providies additional,Zapewnia dodatkawo
GENERIC_DIALOGUE_MSG_01,Come back when you are more experienced.,Wróć gdy nabierzesz więcej doświadczenia.
GENERIC_DIALOGUE_MSG_02,You are too weak to learn it.,Jesteś zbyt słaby by nauczyć się tej umiejętności
GENERIC_DIALOGUE_MSG_03,Come back when you're ready.,Wróć gdy będziesz gotowy.
GENERIC_DIALOGUE_MSG_04,I don't teach for free.,Nie uczę za darmo.
GENERIC_DIALOGUE_MSG_05,First learn something at your level.,Najpierw musisz opanować wcześniejszą umiejętność.
GENERIC_DIALOGUE_MSG_06,"You see, you are already better!.","Widzisz, już jesteś lepszy. "
GENERIC_DIALOGUE_MSG_07,I cannot teach you anymore. You are too good.,Nie mogę Cię już niczego nauczyć. Jesteś za dobry
UI_ARENA_MSG_DIALOGUE_01,"I'm not ready to fight! First, I have to win the fight with the previous champion and talk with the arena master",Nie jestem gotowy do walki. Najpierw powinienem pokonać przedniego rywala i pokonać z mistrzem areny.
UI_ARENA_MSG_DIALOGUE_02,"You killed the chempion, talk with old Master","Pokonałeś czempiona, porozmawiaj z mistrzem areny"
UI_ARENA_FIHGT_BT,Fight,Walcz
UI_ARENA_RESIGN_BT,Resign,Zrezygnuj
UI_BUILD_ALREADY_BUILD,The building is already built,Ten budynek jest już zbudowany
UI_BUILD_REQUIRED_BUILD,The building required previous building,Wybuduj poprzedni budynek
UI_NEED_MORE_WORKER,I need to find a proper worker!,Potrzebuje odpowiedniego pracownika
UI_NEED_TALK_WITH_ARCH,"I need to talk with Balamur, the architect, before I build that.",Najpierw porozmawiaj z Architektem Bamusem zanim to zbudujesz
UI_NEED_TALK_WITH_NPC,I need to talk with {name} before I build that.,Najpierw muszę porozmawiać z {name}
UI_NEED_MORE_GOLD,I need more gold!,Potrzebuję więcej złota
UI_NEED_MORE_WOOD,I need more wood!,Potrzebuję więcej drewna
UI_NEED_MORE_STONES,I need more stones!,Potrzebuję więcej kamienia
UI_BUILD_IN_QUEUE,There is build in queue!,Aktualnie jest już coś budowane
UI_DAY_LEFT,Days to left,Pozostałe dni
UI_BUILD,Build,Buduj
UI_PERFECT,Perfect,Dobrze
UI_MISS,Miss,Pudło
UI_SHOW_EQ,Show equipment,Pokaż ekwipunek
UI_INTERACTION,Interaction,Interakcja z otoczeniem
UI_ATTACK_PRESSED,Attack,Atak
UI_TURN_LIGHT,Turn light,Włącz światło
UI_PARRY_BTN,Parry,Parowanie
UI_SHOW_JOURNAL,Show Journal,Pokaż dziennik zadań
UI_SHOW_PLAYER_MENU,Show player menu,Pokaż menu wyboru gracza
UI_SHOW_SKILL_TREE,Show skill tree,Pokaż drzewko umiejętności
UI_SHOW_MAP,Show map,Pokaż mapę
UI_UP,UP,Idż w górę
UI_DOWN,DOWN,Idź w dół
UI_LEFT,LEFT,Idź w lewo
UI_RIGHT,RIGHT,Idź w prawo
UI_SHOW_EXIT_MENU,Show exit menu,Pokaż menu wyjścia
UI_HIDE_WEAPON,Hide weapon,Schowaj broń
CONTEXT_MENU_SETTINGS,Settings,Ustawienia
UI_SETTING_KEYBOARD,Keyboard settings,Ustawienia klawiszy
UI_BASE_EFFECT_GLOBAL_INFO,The amount of health restored or damage over time dealt depends on the initial damage given,Wartość przywróconych punktów zdrowia lub zadanych obrażeń czasowych zależy od podanych początkowych obrażeń
UI_BASE_EFFECT_DAMAGE_INFO,The damage over time amount depends on the skill power,Wartość obrażeń w czasie zależy od siły umiejętności
UI_BASE_EFFECT_RESTORE_INFO,The amount of health restored depends on the strength of the original spell,Wartość przywróconych punktów zdrowia zależy od siły pierwotnego zaklęcia
UI_BASE_EFFECT_BLESS_INFO,Reinforce attributes,Wzmacnia atrybut
UI_BASE_EFFECT_CURSE_INFO,Weakens attributes,Osłabia atrybut
UI_BASE_EFFECT_STEAL_LIFE_INFO,The amount of health stolen depends on the amount of damage dealt,Wartość skradzionego zdrowia zależy od wartości zadanych obrażeń
UI_ADD_EMBLEM_INFO,The Emblem Station,Stacja Odznaczeń
UI_EMBLEM_COST_INFO,The standard price depends on the emblem’s kind. The one before you now costs {gold} gold each,Cena standardowa zależy od rodzaju emblematu. Ten przed tobą kosztuje teraz {gold} złota za sztukę
UI_EMBLEMING,Embleming,Emblemowanie
UI_LEARN_MSG_01,You already know everything about this item.,Już znasz ten schemat.
UI_LEARN_MSG_02,Learn schemat required: {gold} gold and {lp} learning points,Nauka schematu kosztuje: {gold} złota i {lp} punktów nauki.
UI_LEARN_PATTERN,The Learning Station,Nauka schematów
UI_LEARN_SCHEMAT,Learn schemat,Naucz się schematu
UI_TRACKED_QUEST_INFO,Tracked quests,Śledzone zadania
UI_QUEST_GIVER,Quest giver - {npc},Zadanie zlecił - {npc}
UI_LOST_BATTLE,Load last save,Wczytaj ostatni zapis
UI_END_BATTLE,Continue,Kontynuuj
